=====================================================
  JasperGold FSV App - Faults Classification Report  
=====================================================

---[ <Report Information> ]-----------------------------------
--------------------------------------------------------------
 Num  | module | created date             | filter            
--------------------------------------------------------------
[1]     DSP      May 26 09:58:51 EDT 2026   Types: (SA0, SA1)


********************************************************************************************

---[ <DESIGN INFORMATION> ]------------------------------------------------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Num  | Flops                              | Latches | Gates         | Nets   | Ports | RTL Lines | RTL Instances | Embedded Assumptions | Embedded Assertions | Embedded Covers 
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[1]     1081 (1081) (0 property flop bits)   0 (0)     43353 (44457)   100500   35      24390       15667           0                      0                     0


********************************************************************************************

---[ <FAULTS CLASSIFICATION SUMMARY> ]------------------------
--------------------------------------------------------------
 Num  | Fault Type | Unprocessed | Safe | Dangerous | Unknown 
--------------------------------------------------------------
[1]     SA0          0             1418   0           52053
[2]     SA1          0             2466   0           51005
[3]     Total        0             3884   0           103058


********************************************************************************************

---[ <SA0> ]---------------------------------------------------------------------
[5692]  ADD_STG.U1217.A1                                          Unknown
[5693]  ADD_STG.U1217.A2                                          Unknown
[5694]  ADD_STG.U1217.B1                                          Unknown
[5695]  ADD_STG.U1217.B2                                          Unknown
[5696]  ADD_STG.U1217.Y                                           Unknown
[5697]  ADD_STG.U1220.A1                                          Unknown
[5698]  ADD_STG.U1220.A2                                          Unknown
[5699]  ADD_STG.U1220.B1                                          Unknown
[5700]  ADD_STG.U1220.B2                                          Unknown
[5701]  ADD_STG.U1220.Y                                           Unknown
[5702]  ADD_STG.U1224.A1                                          Unknown
[5703]  ADD_STG.U1224.A2                                          Unknown
[5704]  ADD_STG.U1224.B1                                          Unknown
[5705]  ADD_STG.U1224.B2                                          Unknown
[5706]  ADD_STG.U1224.Y                                           Unknown
[5707]  ADD_STG.U1227.A1                                          Unknown
[5708]  ADD_STG.U1227.A2                                          Unknown
[5709]  ADD_STG.U1227.B1                                          Unknown
[5710]  ADD_STG.U1227.B2                                          Unknown
[5711]  ADD_STG.U1227.Y                                           Unknown
[5712]  ADD_STG.U1230.A1                                          Unknown
[5713]  ADD_STG.U1230.A2                                          Unknown
[5714]  ADD_STG.U1230.B1                                          Unknown
[5715]  ADD_STG.U1230.B2                                          Unknown
[5716]  ADD_STG.U1230.Y                                           Unknown
[5717]  MULT_STG.U708.A1                                          Unknown
[5718]  MULT_STG.U708.A2                                          Unknown
[5719]  MULT_STG.U708.B1                                          Unknown
[5720]  MULT_STG.U708.B2                                          Unknown
[5721]  MULT_STG.U708.Y                                           Unknown
[5722]  MULT_STG.U723.A1                                          Unknown
[5723]  MULT_STG.U723.A2                                          Unknown
[5724]  MULT_STG.U723.B1                                          Unknown
[5725]  MULT_STG.U723.B2                                          Unknown
[5726]  MULT_STG.U723.Y                                           Unknown
[5727]  MULT_STG.U741.A1                                          Unknown
[5728]  MULT_STG.U741.A2                                          Unknown
[5729]  MULT_STG.U741.B1                                          Unknown
[5730]  MULT_STG.U741.B2                                          Unknown
[5731]  MULT_STG.U741.Y                                           Unknown
[5732]  MULT_STG.U750.A1                                          Unknown
[5733]  MULT_STG.U750.A2                                          Unknown
[5734]  MULT_STG.U750.B1                                          Unknown
[5735]  MULT_STG.U750.B2                                          Unknown
[5736]  MULT_STG.U750.Y                                           Unknown
[5737]  MULT_STG.U762.A1                                          Unknown
[5738]  MULT_STG.U762.A2                                          Unknown
[5739]  MULT_STG.U762.B1                                          Unknown
[5740]  MULT_STG.U762.B2                                          Unknown
[5741]  MULT_STG.U762.Y                                           Unknown
[5742]  MULT_STG.U773.A1                                          Unknown
[5743]  MULT_STG.U773.A2                                          Unknown
[5744]  MULT_STG.U773.B1                                          Unknown
[5745]  MULT_STG.U773.B2                                          Unknown
[5746]  MULT_STG.U773.Y                                           Unknown
[5747]  MULT_STG.U779.A1                                          Unknown
[5748]  MULT_STG.U779.A2                                          Unknown
[5749]  MULT_STG.U779.B1                                          Unknown
[5750]  MULT_STG.U779.B2                                          Unknown
[5751]  MULT_STG.U779.Y                                           Unknown
[5752]  MULT_STG.U785.A1                                          Unknown
[5753]  MULT_STG.U785.A2                                          Unknown
[5754]  MULT_STG.U785.B1                                          Unknown
[5755]  MULT_STG.U785.B2                                          Unknown
[5756]  MULT_STG.U785.Y                                           Unknown
[5757]  MULT_STG.U788.A1                                          Unknown
[5758]  MULT_STG.U788.A2                                          Unknown
[5759]  MULT_STG.U788.B1                                          Unknown
[5760]  MULT_STG.U788.B2                                          Unknown
[5761]  MULT_STG.U788.Y                                           Unknown
[5762]  MULT_STG.U794.A1                                          Unknown
[5763]  MULT_STG.U794.A2                                          Unknown
[5764]  MULT_STG.U794.B1                                          Unknown
[5765]  MULT_STG.U794.B2                                          Unknown
[5766]  MULT_STG.U794.Y                                           Unknown
[5767]  MULT_STG.U800.A1                                          Unknown
[5768]  MULT_STG.U800.A2                                          Unknown
[5769]  MULT_STG.U800.B1                                          Unknown
[5770]  MULT_STG.U800.B2                                          Unknown
[5771]  MULT_STG.U800.Y                                           Unknown
