=====================================================
  JasperGold FSV App - Faults Classification Report  
=====================================================

---[ <Report Information> ]-----------------------------------
--------------------------------------------------------------
 Num  | module | created date             | filter            
--------------------------------------------------------------
[1]     DSP      Jun 05 05:29:06 EDT 2026   Types: (SA0, SA1)


********************************************************************************************

---[ <DESIGN INFORMATION> ]------------------------------------------------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Num  | Flops                              | Latches | Gates         | Nets   | Ports | RTL Lines | RTL Instances | Embedded Assumptions | Embedded Assertions | Embedded Covers 
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[1]     1854 (1854) (0 property flop bits)   0 (0)     78854 (80805)   182896   35      44206       28722           0                      0                     0


********************************************************************************************

---[ <FAULTS CLASSIFICATION SUMMARY> ]------------------------
--------------------------------------------------------------
 Num  | Fault Type | Unprocessed | Safe | Dangerous | Unknown 
--------------------------------------------------------------
[1]     SA0          0             2048   0           96452
[2]     SA1          0             3978   0           94522
[3]     Total        0             6026   0           190974


********************************************************************************************

---[ <SA0> ]----------------------------------------------------------------------
[37682]  dsp_sc_data_read_mask_reg_46_.Q                            Unknown
[37683]  dsp_sc_data_read_mask_reg_46_.Q_N                          Unknown
[37684]  dsp_sc_data_read_mask_reg_47_.CLK                          Unknown
[37685]  dsp_sc_data_read_mask_reg_47_.D                            Unknown
[37686]  dsp_sc_data_read_mask_reg_47_.RESET_B                      Unknown
[37687]  dsp_sc_data_read_mask_reg_47_.Q                            Unknown
[37688]  dsp_sc_data_read_mask_reg_47_.Q_N                          Unknown
[37689]  dsp_sc_data_read_mask_reg_48_.CLK                          Unknown
[37690]  dsp_sc_data_read_mask_reg_48_.D                            Unknown
[37691]  dsp_sc_data_read_mask_reg_48_.RESET_B                      Unknown
[37692]  dsp_sc_data_read_mask_reg_48_.Q                            Unknown
[37693]  dsp_sc_data_read_mask_reg_48_.Q_N                          Unknown
[37694]  dsp_sc_data_read_mask_reg_49_.CLK                          Unknown
[37695]  dsp_sc_data_read_mask_reg_49_.D                            Unknown
[37696]  dsp_sc_data_read_mask_reg_49_.RESET_B                      Unknown
[37697]  dsp_sc_data_read_mask_reg_49_.Q                            Unknown
[37698]  dsp_sc_data_read_mask_reg_49_.Q_N                          Unknown
[37699]  dsp_sc_data_read_mask_reg_50_.CLK                          Unknown
[37700]  dsp_sc_data_read_mask_reg_50_.D                            Unknown
[37701]  dsp_sc_data_read_mask_reg_50_.RESET_B                      Unknown
[37702]  dsp_sc_data_read_mask_reg_50_.Q                            Unknown
[37703]  dsp_sc_data_read_mask_reg_50_.Q_N                          Unknown
[37704]  dsp_sc_data_read_mask_reg_51_.CLK                          Unknown
[37705]  dsp_sc_data_read_mask_reg_51_.D                            Unknown
[37706]  dsp_sc_data_read_mask_reg_51_.RESET_B                      Unknown
[37707]  dsp_sc_data_read_mask_reg_51_.Q                            Unknown
[37708]  dsp_sc_data_read_mask_reg_51_.Q_N                          Unknown
[37709]  dsp_sc_data_read_mask_reg_52_.CLK                          Unknown
[37710]  dsp_sc_data_read_mask_reg_52_.D                            Unknown
[37711]  dsp_sc_data_read_mask_reg_52_.RESET_B                      Unknown
[37712]  dsp_sc_data_read_mask_reg_52_.Q                            Unknown
[37713]  dsp_sc_data_read_mask_reg_52_.Q_N                          Unknown
[37714]  dsp_sc_data_read_mask_reg_53_.CLK                          Unknown
[37715]  dsp_sc_data_read_mask_reg_53_.D                            Unknown
[37716]  dsp_sc_data_read_mask_reg_53_.RESET_B                      Unknown
[37717]  dsp_sc_data_read_mask_reg_53_.Q                            Unknown
[37718]  dsp_sc_data_read_mask_reg_53_.Q_N                          Unknown
[37719]  dsp_sc_data_read_mask_reg_54_.CLK                          Unknown
[37720]  dsp_sc_data_read_mask_reg_54_.D                            Unknown
[37721]  dsp_sc_data_read_mask_reg_54_.RESET_B                      Unknown
[37722]  dsp_sc_data_read_mask_reg_54_.Q                            Unknown
[37723]  dsp_sc_data_read_mask_reg_54_.Q_N                          Unknown
[37724]  dsp_sc_data_read_mask_reg_55_.CLK                          Unknown
[37725]  dsp_sc_data_read_mask_reg_55_.D                            Unknown
[37726]  dsp_sc_data_read_mask_reg_55_.RESET_B                      Unknown
[37727]  dsp_sc_data_read_mask_reg_55_.Q                            Unknown
[37728]  dsp_sc_data_read_mask_reg_55_.Q_N                          Unknown
[37729]  dsp_sc_data_read_mask_reg_56_.CLK                          Unknown
[37730]  dsp_sc_data_read_mask_reg_56_.D                            Unknown
[37731]  dsp_sc_data_read_mask_reg_56_.RESET_B                      Unknown
[37732]  dsp_sc_data_read_mask_reg_56_.Q                            Unknown
[37733]  dsp_sc_data_read_mask_reg_56_.Q_N                          Unknown
[37734]  dsp_sc_data_read_mask_reg_57_.CLK                          Unknown
[37735]  dsp_sc_data_read_mask_reg_57_.D                            Unknown
[37736]  dsp_sc_data_read_mask_reg_57_.RESET_B                      Unknown
[37737]  dsp_sc_data_read_mask_reg_57_.Q                            Unknown
[37738]  dsp_sc_data_read_mask_reg_57_.Q_N                          Unknown
[37739]  dsp_sc_data_read_mask_reg_58_.CLK                          Unknown
[37740]  dsp_sc_data_read_mask_reg_58_.D                            Unknown
[37741]  dsp_sc_data_read_mask_reg_58_.RESET_B                      Unknown
[37742]  dsp_sc_data_read_mask_reg_58_.Q                            Unknown
[37743]  dsp_sc_data_read_mask_reg_58_.Q_N                          Unknown
[37744]  dsp_sc_data_read_mask_reg_59_.CLK                          Unknown
[37745]  dsp_sc_data_read_mask_reg_59_.D                            Unknown
[37746]  dsp_sc_data_read_mask_reg_59_.RESET_B                      Unknown
[37747]  dsp_sc_data_read_mask_reg_59_.Q                            Unknown
[37748]  dsp_sc_data_read_mask_reg_59_.Q_N                          Unknown
[37749]  dsp_sc_data_read_mask_reg_60_.CLK                          Unknown
[37750]  dsp_sc_data_read_mask_reg_60_.D                            Unknown
[37751]  dsp_sc_data_read_mask_reg_60_.RESET_B                      Unknown
[37752]  dsp_sc_data_read_mask_reg_60_.Q                            Unknown
[37753]  dsp_sc_data_read_mask_reg_60_.Q_N                          Unknown
[37754]  dsp_sc_data_read_mask_reg_61_.CLK                          Unknown
[37755]  dsp_sc_data_read_mask_reg_61_.D                            Unknown
[37756]  dsp_sc_data_read_mask_reg_61_.RESET_B                      Unknown
[37757]  dsp_sc_data_read_mask_reg_61_.Q                            Unknown
[37758]  dsp_sc_data_read_mask_reg_61_.Q_N                          Unknown
[37759]  dsp_sc_data_read_mask_reg_62_.CLK                          Unknown
[37760]  dsp_sc_data_read_mask_reg_62_.D                            Unknown
[37761]  dsp_sc_data_read_mask_reg_62_.RESET_B                      Unknown
[37762]  dsp_sc_data_read_mask_reg_62_.Q                            Unknown
[37763]  dsp_sc_data_read_mask_reg_62_.Q_N                          Unknown
[37764]  dsp_sc_data_read_mask_reg_63_.CLK                          Unknown
[37765]  dsp_sc_data_read_mask_reg_63_.D                            Unknown
[37766]  dsp_sc_data_read_mask_reg_63_.RESET_B                      Unknown
[37767]  dsp_sc_data_read_mask_reg_63_.Q                            Unknown
[37768]  dsp_sc_data_read_mask_reg_63_.Q_N                          Unknown
[37769]  dsp_sc_data_read_mask_reg_64_.CLK                          Unknown
[37770]  dsp_sc_data_read_mask_reg_64_.D                            Unknown
[37771]  dsp_sc_data_read_mask_reg_64_.RESET_B                      Unknown
[37772]  dsp_sc_data_read_mask_reg_64_.Q                            Unknown
[37773]  dsp_sc_data_read_mask_reg_64_.Q_N                          Unknown
[37774]  dsp_sc_data_read_mask_reg_65_.CLK                          Unknown
[37775]  dsp_sc_data_read_mask_reg_65_.D                            Unknown
[37776]  dsp_sc_data_read_mask_reg_65_.RESET_B                      Unknown
[37777]  dsp_sc_data_read_mask_reg_65_.Q                            Unknown
[37778]  dsp_sc_data_read_mask_reg_65_.Q_N                          Unknown
[37779]  dsp_sc_data_read_mask_reg_66_.CLK                          Unknown
[37780]  dsp_sc_data_read_mask_reg_66_.D                            Unknown
[37781]  dsp_sc_data_read_mask_reg_66_.RESET_B                      Unknown
[37782]  dsp_sc_data_read_mask_reg_66_.Q                            Unknown
[37783]  dsp_sc_data_read_mask_reg_66_.Q_N                          Unknown
[37784]  dsp_sc_data_read_mask_reg_67_.CLK                          Unknown
[37785]  dsp_sc_data_read_mask_reg_67_.D                            Unknown
[37786]  dsp_sc_data_read_mask_reg_67_.RESET_B                      Unknown
[37787]  dsp_sc_data_read_mask_reg_67_.Q                            Unknown
[37788]  dsp_sc_data_read_mask_reg_67_.Q_N                          Unknown
[37789]  dsp_sc_data_read_mask_reg_68_.CLK                          Unknown
[37790]  dsp_sc_data_read_mask_reg_68_.D                            Unknown
[37791]  dsp_sc_data_read_mask_reg_68_.RESET_B                      Unknown
[37792]  dsp_sc_data_read_mask_reg_68_.Q                            Unknown
[37793]  dsp_sc_data_read_mask_reg_68_.Q_N                          Unknown
[37794]  dsp_sc_data_read_mask_reg_69_.CLK                          Unknown
[37795]  dsp_sc_data_read_mask_reg_69_.D                            Unknown
[37796]  dsp_sc_data_read_mask_reg_69_.RESET_B                      Unknown
[37797]  dsp_sc_data_read_mask_reg_69_.Q                            Unknown
[37798]  dsp_sc_data_read_mask_reg_69_.Q_N                          Unknown
[37799]  dsp_sc_data_read_mask_reg_70_.CLK                          Unknown
[37800]  dsp_sc_data_read_mask_reg_70_.D                            Unknown
[37801]  dsp_sc_data_read_mask_reg_70_.RESET_B                      Unknown
[37802]  dsp_sc_data_read_mask_reg_70_.Q                            Unknown
[37803]  dsp_sc_data_read_mask_reg_70_.Q_N                          Unknown
[37804]  dsp_sc_data_read_mask_reg_71_.CLK                          Unknown
[37805]  dsp_sc_data_read_mask_reg_71_.D                            Unknown
[37806]  dsp_sc_data_read_mask_reg_71_.RESET_B                      Unknown
[37807]  dsp_sc_data_read_mask_reg_71_.Q                            Unknown
[37808]  dsp_sc_data_read_mask_reg_71_.Q_N                          Unknown
[37809]  dsp_sc_data_read_mask_reg_72_.CLK                          Unknown
[37810]  dsp_sc_data_read_mask_reg_72_.D                            Unknown
[37811]  dsp_sc_data_read_mask_reg_72_.RESET_B                      Unknown
[37812]  dsp_sc_data_read_mask_reg_72_.Q                            Unknown
[37813]  dsp_sc_data_read_mask_reg_72_.Q_N                          Unknown
[37814]  dsp_sc_data_read_mask_reg_73_.CLK                          Unknown
[37815]  dsp_sc_data_read_mask_reg_73_.D                            Unknown
[37816]  dsp_sc_data_read_mask_reg_73_.RESET_B                      Unknown
[37817]  dsp_sc_data_read_mask_reg_73_.Q                            Unknown
[37818]  dsp_sc_data_read_mask_reg_73_.Q_N                          Unknown
[37819]  dsp_sc_data_read_mask_reg_74_.CLK                          Unknown
[37820]  dsp_sc_data_read_mask_reg_74_.D                            Unknown
[37821]  dsp_sc_data_read_mask_reg_74_.RESET_B                      Unknown
[37822]  dsp_sc_data_read_mask_reg_74_.Q                            Unknown
[37823]  dsp_sc_data_read_mask_reg_74_.Q_N                          Unknown
[37824]  dsp_sc_data_read_mask_reg_75_.CLK                          Unknown
[37825]  dsp_sc_data_read_mask_reg_75_.D                            Unknown
[37826]  dsp_sc_data_read_mask_reg_75_.RESET_B                      Unknown
[37827]  dsp_sc_data_read_mask_reg_75_.Q                            Unknown
[37828]  dsp_sc_data_read_mask_reg_75_.Q_N                          Unknown
[37829]  dsp_sc_data_read_mask_reg_76_.CLK                          Unknown
[37830]  dsp_sc_data_read_mask_reg_76_.D                            Unknown
[37831]  dsp_sc_data_read_mask_reg_76_.RESET_B                      Unknown
[37832]  dsp_sc_data_read_mask_reg_76_.Q                            Unknown
[37833]  dsp_sc_data_read_mask_reg_76_.Q_N                          Unknown
[37834]  dsp_sc_data_read_mask_reg_77_.CLK                          Unknown
[37835]  dsp_sc_data_read_mask_reg_77_.D                            Unknown
[37836]  dsp_sc_data_read_mask_reg_77_.RESET_B                      Unknown
[37837]  dsp_sc_data_read_mask_reg_77_.Q                            Unknown
[37838]  dsp_sc_data_read_mask_reg_77_.Q_N                          Unknown
[37839]  dsp_sc_data_read_mask_reg_78_.CLK                          Unknown
[37840]  dsp_sc_data_read_mask_reg_78_.D                            Unknown
[37841]  dsp_sc_data_read_mask_reg_78_.RESET_B                      Unknown
[37842]  dsp_sc_data_read_mask_reg_78_.Q                            Unknown
[37843]  dsp_sc_data_read_mask_reg_78_.Q_N                          Unknown
[37844]  dsp_sc_data_read_mask_reg_79_.CLK                          Unknown
[37845]  dsp_sc_data_read_mask_reg_79_.D                            Unknown
[37846]  dsp_sc_data_read_mask_reg_79_.RESET_B                      Unknown
[37847]  dsp_sc_data_read_mask_reg_79_.Q                            Unknown
[37848]  dsp_sc_data_read_mask_reg_79_.Q_N                          Unknown
[37849]  dsp_sc_data_read_mask_reg_80_.CLK                          Unknown
[37850]  dsp_sc_data_read_mask_reg_80_.D                            Unknown
[37851]  dsp_sc_data_read_mask_reg_80_.RESET_B                      Unknown
[37852]  dsp_sc_data_read_mask_reg_80_.Q                            Unknown
[37853]  dsp_sc_data_read_mask_reg_80_.Q_N                          Unknown
[37854]  dsp_sc_data_read_mask_reg_81_.CLK                          Unknown
[37855]  dsp_sc_data_read_mask_reg_81_.D                            Unknown
[37856]  dsp_sc_data_read_mask_reg_81_.RESET_B                      Unknown
[37857]  dsp_sc_data_read_mask_reg_81_.Q                            Unknown
[37858]  dsp_sc_data_read_mask_reg_81_.Q_N                          Unknown
[37859]  dsp_sc_data_read_mask_reg_82_.CLK                          Unknown
[37860]  dsp_sc_data_read_mask_reg_82_.D                            Unknown
[37861]  dsp_sc_data_read_mask_reg_82_.RESET_B                      Unknown
[37862]  dsp_sc_data_read_mask_reg_82_.Q                            Unknown
[37863]  dsp_sc_data_read_mask_reg_82_.Q_N                          Unknown
[37864]  dsp_sc_data_read_mask_reg_83_.CLK                          Unknown
[37865]  dsp_sc_data_read_mask_reg_83_.D                            Unknown
[37866]  dsp_sc_data_read_mask_reg_83_.RESET_B                      Unknown
[37867]  dsp_sc_data_read_mask_reg_83_.Q                            Unknown
[37868]  dsp_sc_data_read_mask_reg_83_.Q_N                          Unknown
[37869]  dsp_sc_data_read_mask_reg_84_.CLK                          Unknown
[37870]  dsp_sc_data_read_mask_reg_84_.D                            Unknown
[37871]  dsp_sc_data_read_mask_reg_84_.RESET_B                      Unknown
[37872]  dsp_sc_data_read_mask_reg_84_.Q                            Unknown
[37873]  dsp_sc_data_read_mask_reg_84_.Q_N                          Unknown
[37874]  dsp_sc_data_read_mask_reg_85_.CLK                          Unknown
[37875]  dsp_sc_data_read_mask_reg_85_.D                            Unknown
[37876]  dsp_sc_data_read_mask_reg_85_.RESET_B                      Unknown
[37877]  dsp_sc_data_read_mask_reg_85_.Q                            Unknown
[37878]  dsp_sc_data_read_mask_reg_85_.Q_N                          Unknown
[37879]  dsp_sc_data_read_mask_reg_86_.CLK                          Unknown
[37880]  dsp_sc_data_read_mask_reg_86_.D                            Unknown
[37881]  dsp_sc_data_read_mask_reg_86_.RESET_B                      Unknown
[37882]  dsp_sc_data_read_mask_reg_86_.Q                            Unknown
